row_id	conversation_id	utterance_id	context	target	emotion 
8045	1105	7	> Ross: `Oh yeah ? What are you gonna do ?` > Joey: `I do not know .` > Ross: `Why am I not surprised ?` > Joey: `You know what Ross ? I am not gonna let you get away with this !`	You know what Ross ? I am not gonna let you get away with this !	anger
8046	1105	8	> Joey: `I do not know .` > Ross: `Why am I not surprised ?` > Joey: `You know what Ross ? I am not gonna let you get away with this !` > Ross: `I do not think you have much choice .`	I do not think you have much choice .	neutral
8047	1105	9	> Ross: `Why am I not surprised ?` > Joey: `You know what Ross ? I am not gonna let you get away with this !` > Ross: `I do not think you have much choice .` > Joey: `Well we will see !`	Well we will see !	anger
8048	1105	10	> Joey: `You know what Ross ? I am not gonna let you get away with this !` > Ross: `I do not think you have much choice .` > Joey: `Well we will see !` > Ross: `Bye ... bye !`	Bye ... bye !	neutral
8049	1105	11	> Ross: `I do not think you have much choice .` > Joey: `Well we will see !` > Ross: `Bye ... bye !` > Joey: `Yeah bye ... bye ! Hey ! So just a light layer ?`	Yeah bye ... bye ! Hey ! So just a light layer ?	disgust
8050	1105	12	> Joey: `Well we will see !` > Ross: `Bye ... bye !` > Joey: `Yeah bye ... bye ! Hey ! So just a light layer ?` > Ross: `Yes . Yes . Just here and there .`	Yes . Yes . Just here and there .	neutral
8051	1106	1	> Rachel: `Well you have to because maybe it is stupid .`	Well you have to because maybe it is stupid .	disgust
8052	1106	2	> Rachel: `Well you have to because maybe it is stupid .` > Chandler: `Well it is just while Monica and I were dancing to them it was ... the first time I knew that ... you were the woman I wanted to dance all my dances with .`	Well it is just while Monica and I were dancing to them it was ... the first time I knew that ... you were the woman I wanted to dance all my dances with .	neutral
8053	1106	3	> Rachel: `Well you have to because maybe it is stupid .` > Chandler: `Well it is just while Monica and I were dancing to them it was ... the first time I knew that ... you were the woman I wanted to dance all my dances with .` > Monica: `Oh crap !`	Oh crap !	joy
8054	1107	1	> Phoebe: `Oh my God ! That guy at the counter is totally checking you out !`	Oh my God ! That guy at the counter is totally checking you out !	surprise
8055	1107	2	> Phoebe: `Oh my God ! That guy at the counter is totally checking you out !` > Monica: `Really ? My God , he is really cute .`	Really ? My God , he is really cute .	surprise
8056	1107	3	> Phoebe: `Oh my God ! That guy at the counter is totally checking you out !` > Monica: `Really ? My God , he is really cute .` > Phoebe: `Go for it .`	Go for it .	joy
8057	1107	4	> Phoebe: `Oh my God ! That guy at the counter is totally checking you out !` > Monica: `Really ? My God , he is really cute .` > Phoebe: `Go for it .` > Monica: `Phoebe , I am engaged !`	Phoebe , I am engaged !	surprise
8058	1107	5	> Monica: `Really ? My God , he is really cute .` > Phoebe: `Go for it .` > Monica: `Phoebe , I am engaged !` > Phoebe: `I am just saying , get his number just in case .`	I am just saying , get his number just in case .	neutral
8059	1107	6	> Phoebe: `Go for it .` > Monica: `Phoebe , I am engaged !` > Phoebe: `I am just saying , get his number just in case .` > Phoebe: `But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .`	But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .	neutral
8060	1107	7	> Monica: `Phoebe , I am engaged !` > Phoebe: `I am just saying , get his number just in case .` > Phoebe: `But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .` > Monica: `Op , can I just tell you something ? Very flattered but umm , I am engaged .`	Op , can I just tell you something ? Very flattered but umm , I am engaged .	joy
8061	1107	8	> Phoebe: `I am just saying , get his number just in case .` > Phoebe: `But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .` > Monica: `Op , can I just tell you something ? Very flattered but umm , I am engaged .` > Monica: `Well you should be embarrassed .`	Well you should be embarrassed .	disgust
8062	1107	9	> Phoebe: `But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .` > Monica: `Op , can I just tell you something ? Very flattered but umm , I am engaged .` > Monica: `Well you should be embarrassed .` > Phoebe: `I did , but that was really fun .`	I did , but that was really fun .	joy
8063	1108	1	> Phoebe: `Oh , great !`	Oh , great !	joy
8064	1108	2	> Phoebe: `Oh , great !` > Phoebe: `We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .`	We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .	joy
8065	1108	3	> Phoebe: `Oh , great !` > Phoebe: `We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .` > Monica: `Okay , stop it Phoebe , you are getting me all tingly .`	Okay , stop it Phoebe , you are getting me all tingly .	joy
8066	1108	4	"> Phoebe: `Oh , great !` > Phoebe: `We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .` > Monica: `Okay , stop it Phoebe , you are getting me all tingly .` > Phoebe: `All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? ""`"	"All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? """	joy
8067	1108	5	"> Phoebe: `We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .` > Monica: `Okay , stop it Phoebe , you are getting me all tingly .` > Phoebe: `All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? ""` > Monica: `And did he ?`"	And did he ?	neutral
8068	1108	6	"> Monica: `Okay , stop it Phoebe , you are getting me all tingly .` > Phoebe: `All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? ""` > Monica: `And did he ?` > Phoebe: `I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .`"	I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .	joy
8069	1108	7	"> Phoebe: `All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? ""` > Monica: `And did he ?` > Phoebe: `I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .` > Monica: `Okay ... okay , I got it . I got it .`"	Okay ... okay , I got it . I got it .	neutral
8070	1108	8	> Monica: `And did he ?` > Phoebe: `I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .` > Monica: `Okay ... okay , I got it . I got it .` > Phoebe: `I just like him so much that I just feel like I have had 10 drinks today and I have only had six .`	I just like him so much that I just feel like I have had 10 drinks today and I have only had six .	joy
8071	1108	9	> Phoebe: `I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .` > Monica: `Okay ... okay , I got it . I got it .` > Phoebe: `I just like him so much that I just feel like I have had 10 drinks today and I have only had six .` > Monica: `Oh , I have not had that feeling since I first started going out with Chandler .`	Oh , I have not had that feeling since I first started going out with Chandler .	joy
8072	1108	10	> Monica: `Okay ... okay , I got it . I got it .` > Phoebe: `I just like him so much that I just feel like I have had 10 drinks today and I have only had six .` > Monica: `Oh , I have not had that feeling since I first started going out with Chandler .` > Monica: `Wow , I am never gonna have that feeling again , am I ?`	Wow , I am never gonna have that feeling again , am I ?	sadness
8073	1108	11	> Phoebe: `I just like him so much that I just feel like I have had 10 drinks today and I have only had six .` > Monica: `Oh , I have not had that feeling since I first started going out with Chandler .` > Monica: `Wow , I am never gonna have that feeling again , am I ?` > Phoebe: `You sound like a guy .`	You sound like a guy .	neutral
8074	1108	12	"> Monica: `Oh , I have not had that feeling since I first started going out with Chandler .` > Monica: `Wow , I am never gonna have that feeling again , am I ?` > Phoebe: `You sound like a guy .` > Monica: `No , a guy would be saying , "" I am never gonna get to sleep with anyone else . ""`"	"No , a guy would be saying , "" I am never gonna get to sleep with anyone else . """	disgust
8075	1108	13	"> Monica: `Wow , I am never gonna have that feeling again , am I ?` > Phoebe: `You sound like a guy .` > Monica: `No , a guy would be saying , "" I am never gonna get to sleep with anyone else . ""` > Monica: `Oh my God !`"	Oh my God !	surprise
8076	1108	14	"> Phoebe: `You sound like a guy .` > Monica: `No , a guy would be saying , "" I am never gonna get to sleep with anyone else . ""` > Monica: `Oh my God !` > Monica: `I am never gonna get to sleep with anyone else !`"	I am never gonna get to sleep with anyone else !	surprise
8077	1108	15	"> Monica: `No , a guy would be saying , "" I am never gonna get to sleep with anyone else . ""` > Monica: `Oh my God !` > Monica: `I am never gonna get to sleep with anyone else !` > Monica: `I have been so busy planning the wedding that I forgot about all the things that I would be giving up !`"	I have been so busy planning the wedding that I forgot about all the things that I would be giving up !	surprise
8078	1108	16	> Monica: `Oh my God !` > Monica: `I am never gonna get to sleep with anyone else !` > Monica: `I have been so busy planning the wedding that I forgot about all the things that I would be giving up !` > Monica: `I mean , I ... I am never gonna have a first kiss again .`	I mean , I ... I am never gonna have a first kiss again .	sadness
8079	1108	17	> Monica: `I am never gonna get to sleep with anyone else !` > Monica: `I have been so busy planning the wedding that I forgot about all the things that I would be giving up !` > Monica: `I mean , I ... I am never gonna have a first kiss again .` > Phoebe: `You will have a last kiss .`	You will have a last kiss .	neutral
8080	1109	1	> Ross: `Can I ask you something ? Have you ever had a guy have a crush on you ?`	Can I ask you something ? Have you ever had a guy have a crush on you ?	neutral
8081	1109	2	> Ross: `Can I ask you something ? Have you ever had a guy have a crush on you ?` > Joey: `Is that why you wanted to tie my tie ?`	Is that why you wanted to tie my tie ?	surprise
8082	1109	3	> Ross: `Can I ask you something ? Have you ever had a guy have a crush on you ?` > Joey: `Is that why you wanted to tie my tie ?` > Ross: `There is this kid in my class who said he is in love with me .`	There is this kid in my class who said he is in love with me .	sadness
8083	1109	4	> Ross: `Can I ask you something ? Have you ever had a guy have a crush on you ?` > Joey: `Is that why you wanted to tie my tie ?` > Ross: `There is this kid in my class who said he is in love with me .` > Joey: `Whoa !`	Whoa !	surprise
8084	1109	5	> Joey: `Is that why you wanted to tie my tie ?` > Ross: `There is this kid in my class who said he is in love with me .` > Joey: `Whoa !` > Rachel: `Whoa what ?`	Whoa what ?	surprise
8085	1109	6	> Ross: `There is this kid in my class who said he is in love with me .` > Joey: `Whoa !` > Rachel: `Whoa what ?` > Joey: `Ross has a boyfriend .`	Ross has a boyfriend .	joy
8086	1109	7	> Joey: `Whoa !` > Rachel: `Whoa what ?` > Joey: `Ross has a boyfriend .` > Ross: `I do ... I do not have a boyfriend . There＊s a guy in one of my classes who ... who has a crush on me .`	I do ... I do not have a boyfriend . There＊s a guy in one of my classes who ... who has a crush on me .	neutral
